pmid|pubyear|lang|title|match_found|best_full_match|best_window_match
﻿26613691|2016|eng;|Integrating Children's Mental Health into Primary Care.|N||
25695942|2015|eng;|Five youth with pediatric acute-onset neuropsychiatric syndrome of differing etiologies.|N||
25686304|2015|eng;|Mindfulness meditation and improvement in sleep quality and daytime impairment among older adults with sleep disturbances: a randomized clinical trial.|N||
25684053|2015|eng;|Cognitive regulation of craving in alcohol-dependent and social drinkers.|N||
25679203|2015|eng;|Incident major depressive episodes increase the severity and risk of apathy in HIV infection.|N||
25678858|2015|ENG;|Review: Adoption, fostering, and the needs of looked-after and adopted children.|N||
25677354|2015|eng;|Citalopram, methylphenidate, or their combination in geriatric depression: a randomized, double-blind, placebo-controlled trial.|Y|depression|depression
25676553|2015|eng;|Frontal and striatal alterations associated with psychopathic traits in adolescents.|N||
25676022|2015|eng;|Cueing the personal future to reduce discounting in intertemporal choice: Is episodic prospection necessary?|N||
25675960|2015|eng;|Observable Social Cognition--A Rating Scale: an interview-based assessment for schizophrenia.|Y|schizophrenia|schizophrenia
25671842|2015|eng;|Associations between obsessive-compulsive classes and pathological gambling in a national cohort of male twins.|Y|pathological gambling|pathological gambling
25671412|2015|eng;|Lifetime prevalence, age of risk, and genetic relationships of comorbid psychiatric disorders in Tourette syndrome.|Y|tourette syndrome|tourette syndrome
25668654|2015|eng;|Clinical and functional outcomes in people with schizophrenia with a high sense of well-being.|Y|schizophrenia|schizophrenia
25668652|2015|eng;|Longitudinal associations between interpersonal relationship functioning and mood episode severity in youth with bipolar disorder.|Y|mood disorder|bipolar i disorder
25668645|2015|eng;|Associations between psychosocial factors and incidence of sexually transmitted disease among South African adolescents.|N||
25661697|2015|eng;|Comorbidity and temporal relations of alcohol and cannabis use disorders from youth through adulthood.|Y|cannabis use|cannabis use
25660736|2015|eng;|Negative cognitive styles synergistically predict suicidal ideation in bipolar spectrum disorders: a 3-year prospective study.|Y|bipolar disorders|bipolar disorders
25659664|2015|eng;|Are personality disorder dimensions related over time? An examination over the course of ten years using multivariate growth modeling.|Y|personality disorder|personality disorder
25655026|2015|eng;|Diagnosis and treatment of depression and cognitive impairment in late life.|Y|cognitive impairment|cognitive impairment
25653348|2015|eng;|Impaired neural response to negative prediction errors in cocaine addiction.|N||
25653291|2015|eng;|Neuropsychiatric symptoms, APOE ε4, and the risk of incident dementia: a population-based study.|Y|dementia|dementia
25652940|2015|eng;|Early childhood behavioral inhibition, adult psychopathology and the buffering effects of adolescent social networks: a twenty-year prospective study.|N||
25651194|2015|eng;|Deficits in prefrontal cortical and extrastriatal dopamine release in schizophrenia: a positron emission tomographic functional magnetic resonance imaging study.|Y|schizophrenia|schizophrenia
25651064|2015|eng;|Identification of a common neurobiological substrate for mental illness.|N||
25650176|2015|eng;|The differential influence of life stress on individual symptoms of depression.|Y|depression|depression
25650049|2015|eng;|Decreased serotonin2C receptor responses in male patients with schizophrenia.|Y|schizophrenia|schizophrenia
25649308|2015|eng;|The promise of ketamine for treatment-resistant depression: current evidence and future directions.|Y|depression|depression
25647439|2015|eng;|Cross-fostering differentially affects ADHD-related behaviors in spontaneously hypertensive rats.|N||
25646726|2015|eng;|Delivery of behavioral HIV prevention services in New York City outpatient substance abuse treatment clinics: providers' perspectives on opportunities and challenges.|Y|substance abuse|substance abuse
25645172|2015|eng;|Extreme cognitions in bipolar spectrum disorders: associations with personality disorder characteristics and risk for episode recurrence.|Y|personality disorder|bipolar disorders
25645170|2015|eng;|A randomized clinical trial of a brief family intervention to reduce accommodation in obsessive-compulsive disorder: a preliminary study.|Y|obsessive-compulsive disorder|obsessive-compulsive disorder
25645167|2015|eng;|A randomized hybrid efficacy and effectiveness trial of behavioral activation for Latinos with depression.|Y|depression|depression
25643935|2015|eng;|Behavioral, emotional, and situational context of purging episodes in anorexia nervosa.|Y|anorexia nervosa|anorexia nervosa
25643025|2015|eng;|A brief history of the development of antidepressant drugs: from monoamines to glutamate.|N||
25642618|2015|eng;|A best-worst scaling experiment to prioritize caregiver concerns about ADHD medication for children.|N||
25636893|2015|eng;|Behavioral effects of the benzodiazepine-positive allosteric modulator SH-053-2'F-S-CH₃ in an immune-mediated neurodevelopmental disruption model.|N||
25632088|2015|eng;|Age of first exposure to football and later-life cognitive impairment in former NFL players.|Y|cognitive impairment|cognitive impairment
25631693|2015|eng;|Searching for psychosis: INTREPID (1): systems for detecting untreated and first-episode cases of psychosis in diverse settings.|Y|psychosis|psychosis
25630526|2015|eng;|Sleep variability in military-related PTSD: a comparison to primary insomnia and healthy controls.|Y|insomnia|insomnia
25624189|2015|eng;|Correlates of intimate partner violence perpetration: results from a National Epidemiologic Survey.|N||
25624068|2015|eng;|Larger hippocampus size in women with anorexia nervosa who exercise excessively than healthy women.|Y|anorexia nervosa|anorexia nervosa
25622860|2015|ENG;|Mental Disorders, Comorbidity, and Pre-enlistment Suicidal Behavior Among New Soldiers in the U.S. Army: Results from the Army Study to Assess Risk and Resilience in Servicemembers (Army STARRS).|N||
25622009|2015|eng;|Youth offspring of mothers with posttraumatic stress disorder have altered stress reactivity in response to a laboratory stressor.|Y|posttraumatic stress disorder|posttraumatic stress disorder
25621792|2015|eng;|Lack of neuronal nitric oxide synthase results in attention deficit hyperactivity disorder-like behaviors in mice.|Y|attention-deficit/hyperactivity disorder|attention-deficit/hyperactivity disorder
25621790|2015|eng;|Age differences in prenatal testosterone's protective effects on disordered eating symptoms: developmental windows of expression?|N||
25620791|2015|eng;|Attention bias modification for anxiety and phobias: current status and future directions.|N||
25619434|2015|eng;|Abnormal movements in first-episode, nonaffective psychosis: dyskinesias, stereotypies, and catatonic-like signs.|Y|psychosis|psychosis
25617964|2015|eng;|Trajectories of medication attitudes and adherence behavior change in non-adherent bipolar patients.|N||
25617774|2015|eng;|Implementation and effectiveness of integrated trauma and addiction treatment for incarcerated men.|N||
25617041|2015|eng;|Prenatal programming of mental illness: current understanding of relationship and mechanisms.|N||
25615565|2015|eng;|Distinguishing Adolescents With ADHD From Their Unaffected Siblings and Healthy Comparison Subjects by Neural Activation Patterns During Response Inhibition.|N||
25615564|2015|eng;|Genetic Sources of Subcomponents of Event-Related Potential in the Dimension of Psychosis Analyzed From the B-SNIP Study.|Y|psychosis|psychosis
25615523|2015|eng;|The impact of alcohol use severity on anxiety treatment outcomes in a large effectiveness trial in primary care.|Y|alcohol use|alcohol use
25614132|2015|eng;|In vivo assessment of neurotransmitters and modulators with magnetic resonance spectroscopy: application to schizophrenia.|Y|schizophrenia|schizophrenia
25614050|2015|eng;|Psychological symptoms are associated with both abstinence and risky sex among men with HIV.|N||
25613662|2015|eng;|Sparse factors for the positive and negative syndrome scale: which symptoms and stage of illness?|N||
25613484|2015|eng;|Associations between motor vehicle crashes and mental health problems: data from the National Survey of Adolescents-Replication.|N||
25610787|2015|eng;|Association of regional gray matter volumes in the brain with disruptive behavior disorders in male and female children.|N||
25610779|2015|eng;|Cortical thickness abnormalities associated with dyslexia, independent of remediation status.|Y|dyslexia|dyslexia
25609767|2015|eng;|Brain amyloidosis ascertainment from cognitive, imaging, and peripheral blood protein measures.|N||
25607358|2015|eng;|Common genetic variants influence human subcortical brain structures.|N||
25603134|2015|eng;|Valuing happiness is associated with bipolar disorder.|Y|bipolar i disorder|bipolar i disorder
25602172|2015|eng;|Identification as overweight by medical professionals: relation to eating disorder diagnosis and risk.|Y|eating disorder|eating disorder
25602134|2015|eng;|Serotonin deficiency alters susceptibility to the long-term consequences of adverse early life experience.|N||
25601802|2015|eng;|Cognitive control of gaze in bipolar disorder and schizophrenia.|Y|cognitive disorder|bipolar disorder
25601310|2015|eng;|Lamotrigine and GABAA receptor modulators interact with menstrual cycle phase and oral contraceptives to regulate mood in women with bipolar disorder.|Y|mood disorder|bipolar i disorder
25598502|2015|eng;|Associations between DNA methylation and schizophrenia-related intermediate phenotypes - a gene set enrichment analysis.|Y|schizophrenia|schizophrenia
25597026|2015|eng;|Depression and vasomotor symptoms in young breast cancer survivors: the mediating role of sleep disturbance.|Y|depression|depression
25596624|2015|eng;|Problems in sexual functioning among male OEF/OIF veterans seeking treatment for posttraumatic stress.|N||
25596463|2015|eng;|Quantitative comparison of 21 protocols for labeling hippocampal subfields and parahippocampal subregions in in vivo MRI: towards a harmonized segmentation protocol.|N||
25595520|2015|eng;|Non-suicidal self-injury and suicidal ideation as predictors of suicide attempts in adolescent girls: a multi-wave prospective study.|N||
25595172|2015|eng;|Mental health among reserve component military service members and veterans.|N||
25594792|2015|eng;|A quantitative review of cognitive functioning in homeless adults.|N||
25592306|2014|eng;|Compulsive sexual behavior among male military veterans: prevalence and associated clinical factors.|N||
